traffic_type,packet_size,interval_ms,num_stations,ru,mcs,throughput_mbps,mean_delay_ms,mean_jitter_ms,packet_loss_rate,priority,twt_ms
VPN,900,80,15,25,3,0.000810,0.585057,0.524264,0.000000,1,60
IoT,64,1000,15,25,3,0.000810,1.051866,0.940285,0.000000,0,280
VoIP,160,20,15,25,6,0.075322,0.387851,0.222918,0.000000,3,8
Video,1400,40,15,25,6,0.286560,0.201786,0.156058,0.000000,2,20
HTTP,800,100,15,25,6,0.066803,0.635156,0.331432,0.000000,1,55
VPN,900,80,15,25,6,0.093428,0.534520,0.296747,0.000000,1,60
IoT,64,1000,15,25,6,0.075327,0.313272,0.184827,0.000000,0,280
VoIP,160,20,15,25,6,0.286579,0.171047,0.102682,0.000000,3,8
Video,1400,40,15,25,6,0.066813,0.468328,0.286291,0.000000,2,20
HTTP,800,100,15,25,6,0.093448,0.214455,0.151873,0.000000,1,55
VPN,900,80,15,25,6,0.075329,0.384318,0.253813,0.000000,1,60
IoT,64,1000,15,25,6,0.286600,0.215156,0.194641,0.000000,0,280
VoIP,160,20,15,25,6,0.066825,0.710267,0.404222,0.000000,3,8
Video,1400,40,15,25,6,0.093459,0.512236,0.257461,0.000000,2,20
HTTP,800,100,15,25,6,0.000810,0.457621,0.434308,0.000000,1,55
VPN,900,80,15,25,6,0.000810,0.819141,0.903181,0.000000,1,60
IoT,64,1000,15,25,6,0.000809,0.733517,0.738430,0.000000,0,280
VoIP,160,20,15,25,9,0.075323,0.395815,0.229674,0.000000,3,8
Video,1400,40,15,25,9,0.286560,0.219301,0.195047,0.000000,2,20
HTTP,800,100,15,25,9,0.066804,0.710629,0.390381,0.000000,1,55
VPN,900,80,15,25,9,0.093424,0.505015,0.258941,0.000000,1,60
IoT,64,1000,15,25,9,0.075327,0.311093,0.180770,0.000000,0,280
VoIP,160,20,15,25,9,0.286579,0.192768,0.126722,0.000000,3,8
Video,1400,40,15,25,9,0.066812,0.468618,0.254731,0.000000,2,20
HTTP,800,100,15,25,9,0.093448,0.192051,0.117712,0.000000,1,55
VPN,900,80,15,25,9,0.075326,0.418896,0.288851,0.000000,1,60
IoT,64,1000,15,25,9,0.286575,0.164303,0.125360,0.000000,0,280
VoIP,160,20,15,25,9,0.066824,0.757439,0.470183,0.000000,3,8
Video,1400,40,15,25,9,0.093459,0.523154,0.291261,0.000000,2,20
HTTP,800,100,15,25,9,0.000810,0.298211,0.260097,0.000000,1,55
VPN,900,80,15,25,9,0.000810,0.959386,0.655474,0.000000,1,60
IoT,64,1000,15,25,9,0.000810,1.711103,1.436820,0.000000,0,280
VoIP,160,20,15,25,11,0.075321,0.381438,0.215864,0.000000,3,8
Video,1400,40,15,25,11,0.286560,0.186165,0.137894,0.000000,2,20
HTTP,800,100,15,25,11,0.066803,0.671295,0.404556,0.000000,1,55
VPN,900,80,15,25,11,0.093427,0.481237,0.256830,0.000000,1,60
IoT,64,1000,15,25,11,0.075327,0.315330,0.174833,0.000000,0,280
VoIP,160,20,15,25,11,0.286579,0.183561,0.113665,0.000000,3,8
Video,1400,40,15,25,11,0.066812,0.476972,0.295179,0.000000,2,20
HTTP,800,100,15,25,11,0.093448,0.208424,0.140623,0.000000,1,55
VPN,900,80,15,25,11,0.075328,0.408649,0.261597,0.000000,1,60
IoT,64,1000,15,25,11,0.286582,0.192530,0.148919,0.000000,0,280
VoIP,160,20,15,25,11,0.066826,0.675193,0.324387,0.000000,3,8
Video,1400,40,15,25,11,0.093459,0.458565,0.218421,0.000000,2,20
HTTP,800,100,15,25,11,0.000810,0.815273,0.828059,0.000000,1,55
VPN,900,80,15,25,11,0.000810,0.829339,0.866450,0.000000,1,60
IoT,64,1000,15,25,11,0.000810,1.194750,1.332434,0.000000,0,280
VoIP,160,20,15,37,0,0.075323,0.387563,0.222604,0.000000,3,8
Video,1400,40,15,37,0,0.286560,0.183584,0.144957,0.000000,2,20
HTTP,800,100,15,37,0,0.066801,0.585314,0.340292,0.000000,1,55
VPN,900,80,15,37,0,0.093427,0.442045,0.203321,0.000000,1,60
IoT,64,1000,15,37,0,0.075327,0.301201,0.169582,0.000000,0,280
VoIP,160,20,15,37,0,0.286579,0.182209,0.105801,0.000000,3,8
Video,1400,40,15,37,0,0.066811,0.515325,0.286839,0.000000,2,20
HTTP,800,100,15,37,0,0.093448,0.170785,0.110087,0.000000,1,55
VPN,900,80,15,37,0,0.075327,0.422726,0.285986,0.000000,1,60
IoT,64,1000,15,37,0,0.286600,0.163095,0.107949,0.000000,0,280
VoIP,160,20,15,37,0,0.066828,0.637208,0.384291,0.000000,3,8
Video,1400,40,15,37,0,0.093459,0.485482,0.239176,0.000000,2,20
HTTP,800,100,15,37,0,0.000810,0.464987,0.441434,0.000000,1,55
VPN,900,80,15,37,0,0.000810,1.042322,0.981607,0.000000,1,60
IoT,64,1000,15,37,0,0.000809,1.529054,1.325660,0.000000,0,280
VoIP,160,20,15,37,3,0.075321,0.386771,0.221051,0.000000,3,8
Video,1400,40,15,37,3,0.286560,0.193860,0.149353,0.000000,2,20
HTTP,800,100,15,37,3,0.066802,0.596048,0.329327,0.000000,1,55
VPN,900,80,15,37,3,0.093425,0.522962,0.294291,0.000000,1,60
IoT,64,1000,15,37,3,0.075326,0.307957,0.177687,0.000000,0,280
VoIP,160,20,15,37,3,0.286579,0.168595,0.091292,0.000000,3,8
Video,1400,40,15,37,3,0.066813,0.462631,0.224129,0.000000,2,20
HTTP,800,100,15,37,3,0.093448,0.213454,0.123725,0.000000,1,55
VPN,900,80,15,37,3,0.075328,0.407877,0.287226,0.000000,1,60
IoT,64,1000,15,37,3,0.286600,0.174024,0.123255,0.000000,0,280
VoIP,160,20,15,37,3,0.066828,0.599261,0.337821,0.000000,3,8
Video,1400,40,15,37,3,0.093459,0.470089,0.243862,0.000000,2,20
HTTP,800,100,15,37,3,0.000810,0.655040,0.652041,0.000000,1,55
VPN,900,80,15,37,3,0.000810,1.033020,1.052958,0.000000,1,60
IoT,64,1000,15,37,3,0.000809,1.149604,1.128174,0.000000,0,280
VoIP,160,20,15,37,6,0.075321,0.385947,0.235543,0.000000,3,8
Video,1400,40,15,37,6,0.286559,0.178357,0.135803,0.000000,2,20
HTTP,800,100,15,37,6,0.066800,0.602874,0.382272,0.000000,1,55
VPN,900,80,15,37,6,0.093421,0.474522,0.261211,0.000000,1,60
IoT,64,1000,15,37,6,0.075321,0.299811,0.166920,0.000000,0,280
VoIP,160,20,15,37,6,0.286579,0.161425,0.084945,0.000000,3,8
Video,1400,40,15,37,6,0.066811,0.495295,0.256999,0.000000,2,20
HTTP,800,100,15,37,6,0.093448,0.203512,0.121435,0.000000,1,55
VPN,900,80,15,37,6,0.075328,0.402049,0.268527,0.000000,1,60
IoT,64,1000,15,37,6,0.286587,0.190018,0.152053,0.000000,0,280
VoIP,160,20,15,37,6,0.066829,0.659136,0.388544,0.000000,3,8
Video,1400,40,15,37,6,0.093456,0.477688,0.251954,0.000000,2,20
HTTP,800,100,15,37,6,0.000810,1.042985,1.081048,0.000000,1,55
VPN,900,80,15,37,6,0.000810,1.093539,1.202037,0.000000,1,60
IoT,64,1000,15,37,6,0.000810,1.317633,1.189127,0.000000,0,280
VoIP,160,20,15,37,9,0.075321,0.391199,0.227550,0.000000,3,8
Video,1400,40,15,37,9,0.286560,0.200278,0.163871,0.000000,2,20
HTTP,800,100,15,37,9,0.066804,0.652288,0.397961,0.000000,1,55
VPN,900,80,15,37,9,0.093428,0.475044,0.238529,0.000000,1,60
IoT,64,1000,15,37,9,0.075327,0.306477,0.172689,0.000000,0,280
VoIP,160,20,15,37,9,0.286579,0.154538,0.072058,0.000000,3,8
Video,1400,40,15,37,9,0.066812,0.498434,0.317774,0.000000,2,20
HTTP,800,100,15,37,9,0.093448,0.199508,0.140871,0.000000,1,55
VPN,900,80,15,37,9,0.075329,0.414266,0.286827,0.000000,1,60
IoT,64,1000,15,37,9,0.286585,0.180115,0.143925,0.000000,0,280
VoIP,160,20,15,37,9,0.066826,0.709774,0.457439,0.000000,3,8
Video,1400,40,15,37,9,0.093459,0.427350,0.219305,0.000000,2,20
HTTP,800,100,15,37,9,0.000810,0.347819,0.384227,0.000000,1,55
VPN,900,80,15,37,9,0.000810,1.126986,1.242388,0.000000,1,60
IoT,64,1000,15,37,9,0.000810,1.606777,1.317899,0.000000,0,280
VoIP,160,20,15,37,11,0.075322,0.398629,0.231062,0.000000,3,8
Video,1400,40,15,37,11,0.286560,0.189837,0.162888,0.000000,2,20
HTTP,800,100,15,37,11,0.066803,0.638151,0.414021,0.000000,1,55
VPN,900,80,15,37,11,0.093425,0.434553,0.204323,0.000000,1,60
IoT,64,1000,15,37,11,0.075325,0.319010,0.195924,0.000000,0,280
VoIP,160,20,15,37,11,0.286579,0.155157,0.085654,0.000000,3,8
Video,1400,40,15,37,11,0.066813,0.461023,0.291954,0.000000,2,20
HTTP,800,100,15,37,11,0.093448,0.240478,0.162012,0.000000,1,55
VPN,900,80,15,37,11,0.075328,0.410884,0.270508,0.000000,1,60
IoT,64,1000,15,37,11,0.286600,0.190393,0.148213,0.000000,0,280
VoIP,160,20,15,37,11,0.066825,0.657566,0.341294,0.000000,3,8
Video,1400,40,15,37,11,0.093458,0.471659,0.226656,0.000000,2,20
HTTP,800,100,15,37,11,0.000810,0.829344,0.845251,0.000000,1,55
VPN,900,80,15,37,11,0.000810,0.736510,0.713349,0.000000,1,60
IoT,64,1000,15,37,11,0.000810,1.449854,1.601666,0.000000,0,280
VoIP,160,20,20,1,0,0.075323,0.438249,0.275739,0.000000,3,8
Video,1400,40,20,1,0,0.286560,0.252672,0.250787,0.000000,2,20
HTTP,800,100,20,1,0,0.066801,0.698529,0.412881,0.000000,1,55
VPN,900,80,20,1,0,0.093424,0.579034,0.338961,0.000000,1,60
IoT,64,1000,20,1,0,0.075324,0.464744,0.281451,0.000000,0,280
VoIP,160,20,20,1,0,0.286579,0.272738,0.277950,0.000000,3,8
Video,1400,40,20,1,0,0.066814,0.669545,0.364959,0.000000,2,20
HTTP,800,100,20,1,0,0.093447,0.607783,0.377940,0.000000,1,55
VPN,900,80,20,1,0,0.075327,0.489154,0.304810,0.000000,1,60
IoT,64,1000,20,1,0,0.286600,0.251435,0.233029,0.000000,0,280
VoIP,160,20,20,1,0,0.066829,0.668080,0.409939,0.000000,3,8
Video,1400,40,20,1,0,0.093455,0.675843,0.403149,0.000000,2,20
HTTP,800,100,20,1,0,0.075331,0.459938,0.284377,0.000000,1,55
VPN,900,80,20,1,0,0.286625,0.210652,0.196743,0.000000,1,60
IoT,64,1000,20,1,0,0.066837,0.676870,0.461336,0.000000,0,280
VoIP,160,20,20,1,0,0.093474,0.582527,0.309307,0.000000,3,8
Video,1400,40,20,1,0,0.000810,0.979174,1.284047,0.000000,2,20
HTTP,800,100,20,1,0,0.000810,1.286869,1.226497,0.000000,1,55
VPN,900,80,20,1,0,0.000810,0.962428,1.057983,0.000000,1,60
IoT,64,1000,20,1,0,0.000810,1.096752,1.288370,0.000000,0,280
VoIP,160,20,20,1,3,0.075321,0.435776,0.265631,0.000000,3,8
Video,1400,40,20,1,3,0.286560,0.229318,0.212519,0.000000,2,20
HTTP,800,100,20,1,3,0.066801,0.675153,0.342844,0.000000,1,55
VPN,900,80,20,1,3,0.093428,0.585934,0.377774,0.000000,1,60
IoT,64,1000,20,1,3,0.075323,0.464156,0.280749,0.000000,0,280
VoIP,160,20,20,1,3,0.286579,0.246388,0.230110,0.000000,3,8
Video,1400,40,20,1,3,0.066811,0.729715,0.411066,0.000000,2,20
HTTP,800,100,20,1,3,0.093445,0.590401,0.382676,0.000000,1,55
VPN,900,80,20,1,3,0.075327,0.500905,0.304417,0.000000,1,60
IoT,64,1000,20,1,3,0.286600,0.258873,0.247977,0.000000,0,280
VoIP,160,20,20,1,3,0.066825,0.739240,0.484942,0.000000,3,8
Video,1400,40,20,1,3,0.093461,0.656267,0.407134,0.000000,2,20
HTTP,800,100,20,1,3,0.075330,0.478753,0.290223,0.000000,1,55
VPN,900,80,20,1,3,0.286625,0.235561,0.206857,0.000000,1,60
IoT,64,1000,20,1,3,0.066840,0.704067,0.451712,0.000000,0,280
VoIP,160,20,20,1,3,0.093472,0.591563,0.347465,0.000000,3,8
Video,1400,40,20,1,3,0.000810,1.008093,1.024983,0.000000,2,20
HTTP,800,100,20,1,3,0.000810,1.482372,1.178003,0.000000,1,55
VPN,900,80,20,1,3,0.000810,1.380788,1.704080,0.000000,1,60
IoT,64,1000,20,1,3,0.000810,0.707892,0.722030,0.000000,0,280
VoIP,160,20,20,1,6,0.075322,0.415479,0.236935,0.000000,3,8
Video,1400,40,20,1,6,0.286560,0.251084,0.235053,0.000000,2,20
HTTP,800,100,20,1,6,0.066802,0.694930,0.456598,0.000000,1,55
VPN,900,80,20,1,6,0.093424,0.541336,0.343366,0.000000,1,60
IoT,64,1000,20,1,6,0.075326,0.455666,0.261772,0.000000,0,280
VoIP,160,20,20,1,6,0.286579,0.239160,0.229026,0.000000,3,8
Video,1400,40,20,1,6,0.066814,0.656625,0.375222,0.000000,2,20
HTTP,800,100,20,1,6,0.093443,0.653180,0.392569,0.000000,1,55
VPN,900,80,20,1,6,0.075329,0.475335,0.291059,0.000000,1,60
IoT,64,1000,20,1,6,0.286600,0.237434,0.226473,0.000000,0,280
VoIP,160,20,20,1,6,0.066828,0.691856,0.439659,0.000000,3,8
Video,1400,40,20,1,6,0.093457,0.598853,0.349688,0.000000,2,20
HTTP,800,100,20,1,6,0.075330,0.474280,0.305788,0.000000,1,55
VPN,900,80,20,1,6,0.286625,0.210465,0.193519,0.000000,1,60
IoT,64,1000,20,1,6,0.066831,0.657957,0.415686,0.000000,0,280
VoIP,160,20,20,1,6,0.093475,0.610253,0.389825,0.000000,3,8
Video,1400,40,20,1,6,0.000810,1.553185,1.199477,0.000000,2,20
HTTP,800,100,20,1,6,0.000810,0.966495,0.722041,0.000000,1,55
VPN,900,80,20,1,6,0.000810,1.810196,1.535648,0.000000,1,60
IoT,64,1000,20,1,6,0.000810,1.460177,1.801087,0.000000,0,280
VoIP,160,20,20,1,9,0.075321,0.456693,0.271115,0.000000,3,8
Video,1400,40,20,1,9,0.286559,0.235765,0.234448,0.000000,2,20
HTTP,800,100,20,1,9,0.066804,0.626033,0.381959,0.000000,1,55
VPN,900,80,20,1,9,0.093427,0.608940,0.402675,0.000000,1,60
IoT,64,1000,20,1,9,0.075326,0.455198,0.267030,0.000000,0,280
VoIP,160,20,20,1,9,0.286579,0.249899,0.224142,0.000000,3,8
Video,1400,40,20,1,9,0.066813,0.725610,0.491972,0.000000,2,20
HTTP,800,100,20,1,9,0.093445,0.596488,0.385708,0.000000,1,55
VPN,900,80,20,1,9,0.075328,0.468917,0.263557,0.000000,1,60
IoT,64,1000,20,1,9,0.286600,0.240025,0.204203,0.000000,0,280
VoIP,160,20,20,1,9,0.066825,0.745882,0.469176,0.000000,3,8
Video,1400,40,20,1,9,0.093457,0.657778,0.425060,0.000000,2,20
HTTP,800,100,20,1,9,0.075329,0.467648,0.297247,0.000000,1,55
VPN,900,80,20,1,9,0.286625,0.222341,0.189649,0.000000,1,60
IoT,64,1000,20,1,9,0.066835,0.678816,0.458251,0.000000,0,280
VoIP,160,20,20,1,9,0.093469,0.633384,0.389909,0.000000,3,8
Video,1400,40,20,1,9,0.000810,0.917075,0.835362,0.000000,2,20
HTTP,800,100,20,1,9,0.000810,1.135738,1.137980,0.000000,1,55
VPN,900,80,20,1,9,0.000810,1.098996,1.312022,0.000000,1,60
IoT,64,1000,20,1,9,0.000810,1.139594,1.296051,0.000000,0,280
VoIP,160,20,20,1,11,0.075321,0.438177,0.279344,0.000000,3,8
Video,1400,40,20,1,11,0.286560,0.251603,0.239892,0.000000,2,20
HTTP,800,100,20,1,11,0.066804,0.706395,0.462242,0.000000,1,55
VPN,900,80,20,1,11,0.093428,0.577166,0.310147,0.000000,1,60
IoT,64,1000,20,1,11,0.075322,0.456019,0.275151,0.000000,0,280
VoIP,160,20,20,1,11,0.286579,0.275722,0.295456,0.000000,3,8
Video,1400,40,20,1,11,0.066809,0.696200,0.381124,0.000000,2,20
HTTP,800,100,20,1,11,0.093447,0.561660,0.326319,0.000000,1,55
VPN,900,80,20,1,11,0.075329,0.469823,0.263480,0.000000,1,60
IoT,64,1000,20,1,11,0.286600,0.234753,0.219002,0.000000,0,280
VoIP,160,20,20,1,11,0.066825,0.681503,0.447380,0.000000,3,8
Video,1400,40,20,1,11,0.093459,0.573316,0.320552,0.000000,2,20
HTTP,800,100,20,1,11,0.075329,0.459926,0.291476,0.000000,1,55
VPN,900,80,20,1,11,0.286625,0.232291,0.205931,0.000000,1,60
IoT,64,1000,20,1,11,0.066837,0.666806,0.432880,0.000000,0,280
VoIP,160,20,20,1,11,0.093471,0.601022,0.374792,0.000000,3,8
Video,1400,40,20,1,11,0.000810,1.083520,1.126508,0.000000,2,20
HTTP,800,100,20,1,11,0.000810,1.437690,1.678962,0.000000,1,55
VPN,900,80,20,1,11,0.000810,0.884336,1.009701,0.000000,1,60
IoT,64,1000,20,1,11,0.000810,1.445047,1.126400,0.000000,0,280
VoIP,160,20,20,3,0,0.075322,0.429855,0.274388,0.000000,3,8
Video,1400,40,20,3,0,0.286560,0.281755,0.285777,0.000000,2,20
HTTP,800,100,20,3,0,0.066802,0.689336,0.405338,0.000000,1,55
VPN,900,80,20,3,0,0.093424,0.557731,0.326870,0.000000,1,60
IoT,64,1000,20,3,0,0.075325,0.451756,0.264983,0.000000,0,280
VoIP,160,20,20,3,0,0.286579,0.282854,0.278123,0.000000,3,8
Video,1400,40,20,3,0,0.066804,0.727556,0.457174,0.000000,2,20
HTTP,800,100,20,3,0,0.093445,0.625392,0.379671,0.000000,1,55
VPN,900,80,20,3,0,0.075329,0.482651,0.279294,0.000000,1,60
IoT,64,1000,20,3,0,0.286600,0.203573,0.143495,0.000000,0,280
VoIP,160,20,20,3,0,0.066826,0.643628,0.380055,0.000000,3,8
Video,1400,40,20,3,0,0.093460,0.671602,0.399922,0.000000,2,20
HTTP,800,100,20,3,0,0.075329,0.448354,0.285442,0.000000,1,55
VPN,900,80,20,3,0,0.286625,0.240970,0.229625,0.000000,1,60
IoT,64,1000,20,3,0,0.066831,0.779529,0.448116,0.000000,0,280
VoIP,160,20,20,3,0,0.093465,0.574616,0.353220,0.000000,3,8
Video,1400,40,20,3,0,0.000810,1.520586,1.147507,0.000000,2,20
HTTP,800,100,20,3,0,0.000810,0.706073,0.530367,0.000000,1,55
VPN,900,80,20,3,0,0.000810,1.219893,0.805958,0.000000,1,60
IoT,64,1000,20,3,0,0.000810,0.990657,1.239978,0.000000,0,280
VoIP,160,20,20,3,3,0.075321,0.425245,0.258151,0.000000,3,8
Video,1400,40,20,3,3,0.286560,0.284283,0.308531,0.000000,2,20
HTTP,800,100,20,3,3,0.066804,0.641580,0.365513,0.000000,1,55
VPN,900,80,20,3,3,0.093428,0.596569,0.358130,0.000000,1,60
IoT,64,1000,20,3,3,0.075322,0.451396,0.264144,0.000000,0,280
VoIP,160,20,20,3,3,0.286579,0.227246,0.214861,0.000000,3,8
Video,1400,40,20,3,3,0.066809,0.726699,0.467343,0.000000,2,20
HTTP,800,100,20,3,3,0.093442,0.617716,0.361436,0.000000,1,55
VPN,900,80,20,3,3,0.075329,0.466324,0.279623,0.000000,1,60
IoT,64,1000,20,3,3,0.286600,0.229521,0.205791,0.000000,0,280
VoIP,160,20,20,3,3,0.066828,0.695723,0.484437,0.000000,3,8
Video,1400,40,20,3,3,0.093456,0.584717,0.328397,0.000000,2,20
HTTP,800,100,20,3,3,0.075329,0.465591,0.300814,0.000000,1,55
VPN,900,80,20,3,3,0.286625,0.233177,0.235683,0.000000,1,60
IoT,64,1000,20,3,3,0.066837,0.715193,0.381537,0.000000,0,280
VoIP,160,20,20,3,3,0.093474,0.600987,0.371233,0.000000,3,8
Video,1400,40,20,3,3,0.000810,1.670928,0.917052,0.000000,2,20
HTTP,800,100,20,3,3,0.000810,0.944370,0.979927,0.000000,1,55
VPN,900,80,20,3,3,0.000809,0.999159,1.037363,0.000000,1,60
IoT,64,1000,20,3,3,0.000810,0.779658,0.827063,0.000000,0,280
VoIP,160,20,20,3,6,0.075323,0.422528,0.270981,0.000000,3,8
Video,1400,40,20,3,6,0.286560,0.221890,0.204303,0.000000,2,20
HTTP,800,100,20,3,6,0.066801,0.724346,0.411942,0.000000,1,55
VPN,900,80,20,3,6,0.093429,0.570536,0.333129,0.000000,1,60
IoT,64,1000,20,3,6,0.075323,0.449210,0.257719,0.000000,0,280
VoIP,160,20,20,3,6,0.286579,0.245624,0.231945,0.000000,3,8
Video,1400,40,20,3,6,0.066811,0.665223,0.465366,0.000000,2,20
HTTP,800,100,20,3,6,0.093447,0.558582,0.328417,0.000000,1,55
VPN,900,80,20,3,6,0.075326,0.500518,0.300295,0.000000,1,60
IoT,64,1000,20,3,6,0.286600,0.238476,0.212002,0.000000,0,280
VoIP,160,20,20,3,6,0.066829,0.679650,0.420700,0.000000,3,8
Video,1400,40,20,3,6,0.093459,0.575207,0.372860,0.000000,2,20
HTTP,800,100,20,3,6,0.075329,0.479752,0.295961,0.000000,1,55
VPN,900,80,20,3,6,0.286625,0.208354,0.171899,0.000000,1,60
IoT,64,1000,20,3,6,0.066838,0.682629,0.421769,0.000000,0,280
VoIP,160,20,20,3,6,0.093473,0.667104,0.377706,0.000000,3,8
Video,1400,40,20,3,6,0.000810,1.142814,1.154129,0.000000,2,20
HTTP,800,100,20,3,6,0.000810,0.673271,0.517563,0.000000,1,55
VPN,900,80,20,3,6,0.000810,1.252238,1.476098,0.000000,1,60
IoT,64,1000,20,3,6,0.000810,1.305716,1.518905,0.000000,0,280
VoIP,160,20,20,3,9,0.075321,0.424952,0.266209,0.000000,3,8
Video,1400,40,20,3,9,0.286560,0.234314,0.220910,0.000000,2,20
HTTP,800,100,20,3,9,0.066800,0.791908,0.445446,0.000000,1,55
VPN,900,80,20,3,9,0.093428,0.585559,0.337826,0.000000,1,60
IoT,64,1000,20,3,9,0.075323,0.451123,0.256073,0.000000,0,280
VoIP,160,20,20,3,9,0.286579,0.211840,0.171680,0.000000,3,8
Video,1400,40,20,3,9,0.066809,0.624380,0.396251,0.000000,2,20
HTTP,800,100,20,3,9,0.093444,0.602793,0.367913,0.000000,1,55
VPN,900,80,20,3,9,0.075329,0.471932,0.284569,0.000000,1,60
IoT,64,1000,20,3,9,0.286600,0.241250,0.212730,0.000000,0,280
VoIP,160,20,20,3,9,0.066826,0.675487,0.419621,0.000000,3,8
Video,1400,40,20,3,9,0.093458,0.588031,0.307429,0.000000,2,20
HTTP,800,100,20,3,9,0.075330,0.473204,0.289277,0.000000,1,55
VPN,900,80,20,3,9,0.286625,0.247166,0.250022,0.000000,1,60
IoT,64,1000,20,3,9,0.066834,0.746762,0.458101,0.000000,0,280
VoIP,160,20,20,3,9,0.093474,0.562302,0.311201,0.000000,3,8
Video,1400,40,20,3,9,0.000810,1.105974,0.901494,0.000000,2,20
HTTP,800,100,20,3,9,0.000809,1.222319,1.490630,0.000000,1,55
VPN,900,80,20,3,9,0.000810,0.942929,0.854696,0.000000,1,60
IoT,64,1000,20,3,9,0.000810,0.936311,0.947091,0.000000,0,280
VoIP,160,20,20,3,11,0.075322,0.438960,0.267762,0.000000,3,8
Video,1400,40,20,3,11,0.286560,0.232590,0.214101,0.000000,2,20
HTTP,800,100,20,3,11,0.066800,0.667321,0.430276,0.000000,1,55
VPN,900,80,20,3,11,0.093428,0.564197,0.328280,0.000000,1,60
IoT,64,1000,20,3,11,0.075322,0.453360,0.275014,0.000000,0,280
VoIP,160,20,20,3,11,0.286579,0.271520,0.288655,0.000000,3,8
Video,1400,40,20,3,11,0.066814,0.665752,0.428218,0.000000,2,20
HTTP,800,100,20,3,11,0.093443,0.596683,0.378479,0.000000,1,55
VPN,900,80,20,3,11,0.075326,0.473030,0.278506,0.000000,1,60
IoT,64,1000,20,3,11,0.286587,0.230728,0.216472,0.000000,0,280
VoIP,160,20,20,3,11,0.066829,0.700888,0.478046,0.000000,3,8
Video,1400,40,20,3,11,0.093456,0.645154,0.372450,0.000000,2,20
HTTP,800,100,20,3,11,0.075329,0.470449,0.290489,0.000000,1,55
VPN,900,80,20,3,11,0.286625,0.235086,0.218380,0.000000,1,60
IoT,64,1000,20,3,11,0.066837,0.705780,0.356642,0.000000,0,280
VoIP,160,20,20,3,11,0.093475,0.580535,0.335200,0.000000,3,8
Video,1400,40,20,3,11,0.000809,0.628659,0.637167,0.000000,2,20
HTTP,800,100,20,3,11,0.000809,0.911973,1.031105,0.000000,1,55
VPN,900,80,20,3,11,0.000810,0.905356,1.168940,0.000000,1,60
IoT,64,1000,20,3,11,0.000810,0.825479,0.927105,0.000000,0,280
VoIP,160,20,20,5,0,0.075323,0.445698,0.270546,0.000000,3,8
Video,1400,40,20,5,0,0.286560,0.246409,0.236030,0.000000,2,20
HTTP,800,100,20,5,0,0.066800,0.653303,0.401700,0.000000,1,55
VPN,900,80,20,5,0,0.093429,0.501879,0.283185,0.000000,1,60
IoT,64,1000,20,5,0,0.075322,0.469271,0.287247,0.000000,0,280
VoIP,160,20,20,5,0,0.286579,0.276540,0.287413,0.000000,3,8
Video,1400,40,20,5,0,0.066812,0.667414,0.449930,0.000000,2,20
HTTP,800,100,20,5,0,0.093441,0.636011,0.392720,0.000000,1,55
VPN,900,80,20,5,0,0.075326,0.467871,0.260195,0.000000,1,60
IoT,64,1000,20,5,0,0.286600,0.248598,0.201860,0.000000,0,280
VoIP,160,20,20,5,0,0.066826,0.685948,0.454021,0.000000,3,8
Video,1400,40,20,5,0,0.093452,0.617416,0.329134,0.000000,2,20
HTTP,800,100,20,5,0,0.075330,0.464990,0.294030,0.000000,1,55
VPN,900,80,20,5,0,0.286625,0.221069,0.201658,0.000000,1,60
IoT,64,1000,20,5,0,0.066839,0.718496,0.515924,0.000000,0,280
VoIP,160,20,20,5,0,0.093463,0.614616,0.364388,0.000000,3,8
Video,1400,40,20,5,0,0.000810,1.416946,1.313327,0.000000,2,20
HTTP,800,100,20,5,0,0.000810,1.472654,0.880246,0.000000,1,55
VPN,900,80,20,5,0,0.000810,0.854969,0.955264,0.000000,1,60
IoT,64,1000,20,5,0,0.000810,1.517212,1.451257,0.000000,0,280
VoIP,160,20,20,5,3,0.075323,0.438612,0.263912,0.000000,3,8
Video,1400,40,20,5,3,0.286560,0.271512,0.283451,0.000000,2,20
HTTP,800,100,20,5,3,0.066800,0.697901,0.488036,0.000000,1,55
VPN,900,80,20,5,3,0.093429,0.541772,0.292673,0.000000,1,60
IoT,64,1000,20,5,3,0.075322,0.467459,0.288364,0.000000,0,280
VoIP,160,20,20,5,3,0.286579,0.252563,0.230384,0.000000,3,8
Video,1400,40,20,5,3,0.066813,0.705701,0.440085,0.000000,2,20
HTTP,800,100,20,5,3,0.093447,0.535003,0.296397,0.000000,1,55
VPN,900,80,20,5,3,0.075327,0.479850,0.274522,0.000000,1,60
IoT,64,1000,20,5,3,0.286600,0.222303,0.188164,0.000000,0,280
VoIP,160,20,20,5,3,0.066828,0.704807,0.486233,0.000000,3,8
Video,1400,40,20,5,3,0.093455,0.657009,0.366373,0.000000,2,20
HTTP,800,100,20,5,3,0.075330,0.457675,0.302702,0.000000,1,55
VPN,900,80,20,5,3,0.286625,0.200898,0.169568,0.000000,1,60
IoT,64,1000,20,5,3,0.066838,0.727480,0.502458,0.000000,0,280
VoIP,160,20,20,5,3,0.093469,0.677995,0.444871,0.000000,3,8
Video,1400,40,20,5,3,0.000810,1.014655,1.142090,0.000000,2,20
HTTP,800,100,20,5,3,0.000809,1.181123,0.737054,0.000000,1,55
